Restaurant,Reviewer,Review,Rating,Time,Super-Score
Frio Bistro,Yash,great place good food okaish ambience friends went lunch ordered stuffed chicken breast chef special coloum dish great also looked nutritious would recommend place give try may like,4.0,2018-12-12 22:45:00,5.8100000000000005
Frio Bistro,Vishal Khandelwal,restaurant twice last month taste food really nice like lot like mushrooms khari overall service nice good experience,5.0,2018-12-09 22:53:00,6.17
Frio Bistro,Heemaal Kaul,really good food friendly staff pork ribs must try food well cooked well presented menu lot interesting dishes,5.0,2018-12-09 15:24:00,6.1
Frio Bistro,Arindam,somedays decent somedays good yesterday ordered fish paella rice tasteless dipped chilli water love spicy food like also ordered lamb bolognese dishes looks like recycled generic masala mixture pungent,2.0,2018-12-07 14:24:00,4.01
Frio Bistro,Abhishek Patel,place huge classy good enough nice peaceful meal went dinner ordered pizza arabiata pasta veg pizza thin crust one best crust like original taste tomato pasta retained taste,5.0,2018-12-07 11:24:00,6.73
Frio Bistro,Sajeev N Sherine Medikonda,interesting menu backed execution variety continental cuisines tried one first places seen try spanish paella hyderabad good value,4.0,2018-12-02 20:44:00,5.3
Frio Bistro,Nom.Nom.Foodie (Ruthwikkumar Durgam),pals lunch tried pizza ravioli good whole review updated soon place good ambience,4.0,2018-11-30 23:47:00,4.8100000000000005
Frio Bistro,Ridham,would rate star mediocre restaurant different cuisine food ok first minestrone soup exotic vegetables pasta tangy taste good mezze platter average humus good pita bread upto mark thin crust pizza farmers orelanto good nice crust among deserts ordered chocolate fondant best right amount sweetness presentation every dish superb staff polite good place quiet dinner improve food taste though,3.0,2018-11-30 23:21:00,6.9
Frio Bistro,Sneha Gupta,awsome always keep,5.0,2018-11-24 21:34:00,5.18
Frio Bistro,Vikas Jagetiya,veg guy review good restaurant soup taste nice pizza crust good thin crispy good olive spinich flavour rosetto test good moctain taste ok improve choice options taste service staff good attention interior restaurant fine zomato gold applied got good discount veg start choices,5.0,2018-11-17 12:07:00,7.76
Frio Bistro,Jeevak Gupta,good food friendly customer service servers way unfriendly overall average experience would request management improve quality staff serving food attitude needs improve,2.0,2018-11-11 21:06:00,3.6799999999999997
Frio Bistro,Sidharth Thallancherry,place nice quiet ambience surprised crowded expect top place weekend ushered well choose nice cozy place place nice charm ordered tangy grilled mushrooms glazed pork ribs disappointing aspect visit though rushed placing order came pm told place last orders instantly checked said place shuts pm last order pm coming food mushrooms seemed bit tangy probably palate glazed pork ribs top notch juicy tender pushy waiters would liked order drinks dessert waiters made sure cleared plates jiffy pounced us last spoon handing us copy bill even touched pm intentions night actually liked rushed orders food leave good experience possibly restaurant employees planning catching flight made sure nothing came way rating food place general service bare minimum,3.0,2018-11-06 18:33:00,10.5
Frio Bistro,Kapil Thakkar,average food cheese garlic bread pizza white sauce pasta cheese garlic bread good pizza lof oil pasta sauce bit dry like much staff ambiance good,3.0,2018-11-05 00:09:00,4.45
Frio Bistro,HappyHunger,frio bistro located gacchibowli tilt went couple friends ordered belly dance pizza ravioli pizza damn good nice crisp crust toppings perfect coming ravioli disappointed way much pepper taste sauce satisfactory either service ambience pizza ravioli overall,3.0,2018-11-01 14:39:00,5.55
Frio Bistro,Anjali Sharma,sophisticated calm place eat big fan stuffed cheese steak chicken breast stuffed cheese spinach served mashed potatoes veggies sangria mark chocolate shake also average would definitely go pastas stuffed steak,3.0,2018-11-01 14:18:00,5.09
Frio Bistro,Aviral Singh,ordered spinach cheese cream ravioli spicy tomoto pastas spinach cheese cream ravioli delicious expected white sause pasta red sauce pasta pit master oizza good cheese lovers good thin crust taste awful overall overpriced taste great ok ok,3.0,2018-10-31 22:29:00,5.390000000000001
Frio Bistro,Shubhangi Gautam,really high expectations frio bistro eat list food average pasta chicken sausage paella cheesecake nothing really sooo yummy world really costly staff courteous however probably come,3.0,2018-10-29 01:24:00,4.82
Frio Bistro,Bhargav Nilagiri,great pizza decent rissoto wifi mentioned difficulty using gold network would recommend place friend,4.0,2018-10-28 12:25:00,5.0
Frio Bistro,Ankita Mohanty,hummus hummus hummus went crazy hummus already twice nice variety international cuisine deserts looked decor go evening must try mezze platter prawn fish paella chicken chilli nuggets,4.0,2018-10-28 01:17:00,5.83
Frio Bistro,Saurabh Jain,careful ordering mix vegetarian non vegetarian food good chance get served non vegetarian dish instead veg version staff bit clueless lazy service overall ok place runs well cause location big portion sizes nothing great distinctive review strictly based lunch experience sure magic happening dinner time,1.0,2018-10-27 19:09:00,4.04
Frio Bistro,Mallika Rahut,food drinks amazing beer cocktail good service also good ambience vertical soothing also serve coffee awesome,5.0,2018-10-27 15:36:00,6.09
Frio Bistro,Kunal Haldankar,ambience excellent food much ordered half n half pizza margarita bbq chicken pizza mark second dish ordered alfredo chicken pasta pasta sauce liquidish chicken undercooked visited restaurant awesome experience used zomato good visit sure anything food taste pizza slices left restaurant said pack leftover food said orders rules zomato said would rather throw left dustbin give customer strange rules zomato relook guidelines,2.0,2018-10-27 14:39:00,6.25
Frio Bistro,Hyderabad Food Bowl,frio bistro fine dining restaurant classy interiors painted full black color brings elagance place bar set small quirky inverted glasses tied ceiling made look beautiful place offers italian indian continental well visited place yesterday quick lunch ordered two main course dishes first dish belly dance pizza thin crust pizza topped arabian shawarma peices capsicum earthy flavor chicken pieces juicy tender whole pizza tasted delicious toppings dish ordered spinach cream cheese ravioli pasta hand made chef added italian styled tomato salsa fresh parmesan cheese ravioli stuffed spinach mark pasta felt like ordered white sauce variant service bit late hurry service might create problem,4.0,2018-10-24 07:45:00,10.91
Frio Bistro,Pankaj Parikh,looking authentic italian pizza place loved food esp pizzas pasta service good ambiance totally worth visit,4.0,2018-10-18 15:32:00,5.07
Frio Bistro,Alok Kaul,great service especially barman took care kids needs small gestures go long way would strongly recommend restaurant thank frio,4.0,2018-10-14 10:54:00,5.26
Frio Bistro,Bhargavi Neti,nice place date went sunday afternoon service fast ceasar salad good spinach cream cheese ravioli okay,5.0,2018-10-11 12:33:00,6.02
Frio Bistro,Bhavin Gala,colleagues service excellent vegetarian food good colleagues liked non veg dishes lot ambience decent would visit try options veg,4.0,2018-10-10 17:07:00,5.29
Frio Bistro,Sridhar,decided grub monday afternoon dashed frio bistro particular reason many customers around definitely helped us get attention service ok carefully curated order chimichuri pan fried fish lamb ravioli andhra pepper chicken pizza must say food tasted authentic delicious chimichuri pan fried fish chef special came fish boasting tangy spicy herb crust salsa sauteed spinach scallion rice easily best dish ordered lamb ravioli creamy searching minced meat therein came spicy andhra pepper chicken pizza generated interest despite diminishing appetite place come across expensive items portion sizes worth visit made another visit uploading pictures,4.0,2018-10-08 22:47:00,10.43
Frio Bistro,Radhika Burra,lunch honestly speaking good expectations really food satisfy taste buds soup rustic itallian minestrone good start begin assuming something different ordered gacchibowli fried chicken realise another version kfc friend chicken little disappointing main course stuffed chicken breast descent world taste ok descent ambience ok food service improved lot sure second time visit place rest try sure may lucky fortunate get better taste food,3.0,2018-10-02 23:53:00,7.37
Frio Bistro,Arjun Sharma,awesome food keep rocking guys lunch yesterday cheese cake awesome visiting place frequently suggest friends also,5.0,2018-09-24 17:36:00,6.13
Frio Bistro,Hari,good place food good increase quantity little bit service fast enough ambience good overall liked place,4.0,2018-09-23 18:25:00,5.03
Frio Bistro,Sudhir,looking good rdviews thought food would great dominos pasta far better orderd salsa pasta cost rs upto mark ordered veg items nd good justify prices ate better pastas office restaurents half price happy food quality though ambience nd service good may b veg dont hve better quality food,2.0,2018-09-21 18:19:00,4.859999999999999
Frio Bistro,Monideepa Chakraborty,frio bistro little quaint place tucked away somewhere crowded area gachibowli decor pretty place looked cosy non veg pizza chicken wings starters equally good highlight meal pork ribs served veggies mashed potato pork soft succulent melted instantly mouth one could easily say prime moment dine frio bistro desserts good well could better overall nice place visit want comfortable meal midst hustle bustle city would definitely go back joint amazing pork ribs,4.0,2018-09-19 21:32:00,8.59
Frio Bistro,Kshiti Dubey,food good service great staff super courteous food really make go wow amazing good world great place hang bacon pizza alfredo pasta prawn fish paella visit mushroom risotto mushroom risotto great bacon pizza bit pizza sauce like taste raw red pepper paella finished hot chocolate amazing looking forward trying dishes next visit,3.0,2018-09-13 21:41:00,6.279999999999999
Frio Bistro,Snehakumari,really good taste tried twice time good experience good ambience vallet available courteous staff go place repeat without doubt,4.0,2018-09-11 17:45:00,5.27
Frio Bistro,Syed Ghouse Mohiuddin,wish could give option record deserves strong closer tried pizza chicken breast stuffed spinach spaghetti followed deserts turkish pizza stand dish us expect others also good would go sure tiramisu although looked smelled great biggest let bakhlava okay bad attempt cheese cake hand yumm overall would recommend place word caution expensive side ended paying per head,3.0,2018-09-10 14:35:00,6.67
Frio Bistro,Sreenadha Bezawada,family lunch visit hyderabad suggested son settled meal went suggestion steward starters mushroom khari turned good choice son wanted lamb doner kebab pita pocket okay spicy tomato arabitta turned tasteless flavour less offering informed steward got fresh one made personally supervising turned saucy traces parmesan cheese probably could pieces penne finally meal concluded tiramisu bigger disappointment,3.0,2018-09-10 11:40:00,7.05
Frio Bistro,Balasubramanyam Karamala,awesome place people loves continentals european totally impressive frio team hospitality favorite english chese balls chese cake,5.0,2018-09-09 18:45:00,6.29
Frio Bistro,SHADAAB ANWAR,unhappy mezze platter taste took mins prepare food spite showing expected delivery time mins satisfied service taste thumbs,2.0,2018-09-07 16:05:00,3.23
Frio Bistro,Kavish Jain,one fav place eat italian food whenever feel like good italian food come place try different dishes love garlic breads pasta thin crust pizza rice items etc etc love italian food cheesy food must try place recommendation try blueberry cheese cake got eggless really awesome prefer zomato gold u njoy u get dishes free ambiance food service keep cheers,4.0,2018-09-05 18:09:00,7.51
Frio Bistro,Anu,good used used like pasta lot turned big downer time degraded quality definitely lost repeat customer,2.0,2018-09-04 23:41:00,3.01
Karachi Bakery,Anupam Acharya,well know famous karachi biscuits whole range stuff eat outlet mini pizzas fries puffs paninis sandwiches ofcourse whole range biscuits dry fruits cakes chose well wont come without buying anything trust fun karachi bakery cheers,5.0,2019-05-17 12:25:00,7.29
Karachi Bakery,Samita Mandal,visited gachibowli outlet ambience really nice tried different kinds pastry fast foods one word pastry awesome pastry big enough difficult finish single person foods also nice quantity quality foods good love visit,5.0,2019-05-01 17:13:00,7.140000000000001
Karachi Bakery,Bhumika,new hyderabad ordered chocolate cake wedding anniversary really delicious got home delivered fast go chocolate cake anytime,4.0,2019-04-30 12:42:00,5.23
Karachi Bakery,Viven Narang,nice place eat enjoy within budget biscuits famous various imported chocolates well behaved staff management start website deliver food,5.0,2019-04-06 16:49:00,6.35
Karachi Bakery,Gourmet_stan(Soumya Sagarika Nayak),totally loved cookies amazing cookies affordable price tried osmania keshar pista fruits cookies many varieties candies loved,5.0,2019-03-28 10:33:00,6.25
Karachi Bakery,Abhigna Palamoor,really good pasteries really loved still enjoy flavour place also comfortable went gangs little time,5.0,2019-03-26 18:22:00,6.0
Karachi Bakery,Diplekha Sarkar,g hyderabad vacay happened famous bakery fallen love hybd bakery hd vlvte cake n cheese cake n evry cake stole heart big love,5.0,2019-03-17 19:58:00,6.25
Karachi Bakery,Ramesh Kalavala,fan karachi bakery since childhood best place snacks e biscuits sandwich pastas chocolates recently gachibowli outlet tried cheese egg club sandwich muffins absolutely spot usual good place wl definitely recommend,4.0,2019-03-04 16:48:00,6.13
Karachi Bakery,Indradipta Sardar,karachi bakery various items cakes biscuits snacks several varieties biscuits available include famous osmania biscuits cakes pastries also good taste quality,4.0,2019-03-01 17:26:00,5.58
Karachi Bakery,Aishwarya Gupta,karachi bakery time favourite like drop place quick snacks sugar chocolate cravings biscuits also famous prefer coconut biscuits chocolate ones busy munching click pictures might upload find old pics must visit week,5.0,2019-02-23 04:08:00,7.15
Karachi Bakery,Foodie On Wheels...,really amazing burger different taste usual karachi crispy veg burger crispy bread came chips must try,5.0,2019-02-18 21:05:00,6.02
Karachi Bakery,Rajalaxmi Panduga,love karachi taste issues food ordered pastry asked given parcel threw pastry box spoon given however pastry awesome,2.0,2019-01-27 19:53:00,3.16
Karachi Bakery,Sourav Roy,loved bakery amazing variety biscuits cookies n variety pastry plus tit bits u would understand place usp chain reasonable pricing affordable surprised paying much bangalore decent bakery must visit case u r hyderabad,5.0,2019-01-06 00:20:00,7.17
Karachi Bakery,Anusha Sinha,snack items nice pasta good also tried cupcakes also good bit sweet ambience good sofa seating available,3.0,2018-12-28 13:54:00,4.04
Karachi Bakery,Bidyashree.chakraborty,love desserts tried almost varieties blueberry cheesecake time fav though also love sandwich red velvet cupcakes osmania biscuits must buy things leave hyderabad,4.0,2018-12-24 12:29:00,5.61
Karachi Bakery,Asha Bishnoi,best bakery shop want give something decent gift represent hyderabad friends family give beacuse bakery set remarks elligence whenever confused buy give gift friends give something,5.0,2018-12-19 18:05:00,6.8
Karachi Bakery,Saba,amazing combos karachi bakery combination good garlic bread pasta pizza chicken wings chicken manchuria noddles things lip smacking,4.0,2018-12-06 23:24:00,5.3100000000000005
Karachi Bakery,Hanisha N,food even though store area dining liked vada pav cupcakes amazingggggg pastries everything else posters food quotes like diet chips name says diet tasty moon shaped biscuits store go definitely many times already continue go,5.0,2018-12-06 18:29:00,7.25
Karachi Bakery,The Walking Glutton,visited th nov morning around pick cake outlet medium crowded pick cake go ahead billing see one three billing counters operating although second one cue family whose billing process basket filled items approx would items less mins cue extended till people waiting billing asked manager operate billing counters replied manpower frustrated cue asked manpower one billing counter machinery available replied money hire experience,1.0,2018-12-04 10:11:00,5.28
Karachi Bakery,Amandeep Kaur,serve delicious well presented cake tried many cakes pastries outlet ones like blueberry cake new york cheese cake chocolate truffle litchi cake red velvet,4.0,2018-11-24 19:33:00,5.55
Karachi Bakery,Bhavi Solanki,one finest bakeries name enough attract tourists one quick bite place choosing wide variety menu ordered egg sub focaccia sandwich must say sandwich delicious amazing one tasted service staff always polite value money good value compared quality ambience always love place feel wow place shop,4.0,2018-10-26 09:12:00,6.92
Karachi Bakery,Nupur Rani,outlet multiple times single occassion find store less crowded name store sufficient tell quality things available fresh cakes also really good wide variety cookies favourite,4.0,2018-10-25 18:23:00,5.74
Karachi Bakery,Aditi Gupta,one popular shop famous hyderabad bakery biscuits apart signature fruit biscuit place offer wide variety cookies munchies pastry cookies cakes quick bites red velvet custard cup cake hot soft delicious cupcake molten custard,4.0,2018-10-23 11:31:00,6.24
Karachi Bakery,Oindrila Rahaman,popular confectionery chain hyderabad known karachi biscuits mostly good gifting option friends relatives also offer range pastries cupcakes macaroons cheesecakes savories like burgers sandwiches pizzas price reasonable,4.0,2018-10-22 21:37:00,6.1899999999999995
Karachi Bakery,Ashok Prabhakaran,another brand associated city hyderabad likes paradise bawarchi almost every passenger flying hyderabad airport package karachi bakery hands per observation found outlet nearby staying walked post lunch buy stuffs back home chennai got nice ambiance enter see boxes boxes different shapes sizes ready taken took couple boxes premium assorted biscuits box consisted fruit biscuits osmania salted ones pistachio cashew biscuits also another fruit biscuits box office,4.0,2018-10-22 10:56:00,8.64
Karachi Bakery,DatesWithEats,hey hyderabadiissss everyone hyderabad must visited place store happiness chocolates cookies cake pastries bakery namkeen snacks many things took away osmania biscuits banana chips potato chips salted cookies taste osmania biscuits must try long masala banana waffers must try price service staff give next visit ans always hyderabad,5.0,2018-10-20 16:41:00,8.33
Karachi Bakery,Vedant Killa,place got go place quick dessert bite safe last minute cake order light snack even going back home carry couple biscuit cookie boxes absolutely around corner visited place multiple times let mention show stealer options pastries cakes snacks chocolate truffle blueberry cheesecake choco chip muffins red velvet cookie mango cheesecake black forest pastry kiwi pastry chocolate pastry frank pizzas paneer sandwich overloaded fries box chocolate chip cookies walnut cookies ajwain biscuits z anything everything best point pocket friendly price point sure never disappointed always karachi bakery fan ardent lover desserts,5.0,2018-10-02 21:30:00,11.2
Karachi Bakery,Ashish,one best places get bakery dessert requirements fixed goood become household name reckon rainbow pastry fruit biscuits one die keep flag high,4.0,2018-10-02 13:13:00,5.41
Karachi Bakery,Soumita Paul,ordered one cake friend birthday thot less cream bready cake satisfied try new soon,3.0,2018-09-28 03:38:00,3.83
Karachi Bakery,Prabhjot Sandhu,good chain bakery city well give quite decent quality quantity food issue ordering karachi bakery cheese burst sandwich french fries foot long get cold n looses freshness home delivery well request karachi bakery find alternative,3.0,2018-09-08 10:26:00,5.29
Karachi Bakery,Shafia Shams,clearly place lives upto name reputation one best pastries economical aswell tried almost item pastries snacks mostly upto mark really like pizza ceaser salad sandwich pastries chocolate roulade must,4.0,2018-09-07 12:26:00,5.99
Karachi Bakery,Bypina Nagendra Chowdary,dry items pastry juicy sandwiches worst taste muffins ok prices high lower taste improved alot,1.0,2018-09-03 00:03:00,1.94
Karachi Bakery,Soumyaphogat95,time favorite sweet lovers ferrero rocher pastry must try also nutella cupcake die perfect blend chocolate sugar also try oreo pastry,4.0,2018-08-31 04:15:00,5.33
Karachi Bakery,Sujit Patel,best famous bakery products nice collection cakes events must try icecream cakes pastries hyderabad must place yo visit,4.0,2018-08-15 22:58:00,5.1899999999999995
Karachi Bakery,Shilpi Singh,apart speciality almond biscuits live counter light foods tried hyderabadi veg grill sandwich masala french fries lived expectations items completely cost effective would like try dishes,4.0,2018-08-15 00:14:00,5.86
Karachi Bakery,Keerthi P,ntg,2.0,2018-08-10 19:19:00,2.03
Karachi Bakery,Kirti Tiwari,famous bakery hyderabad must go place pastry lovers scrumptious pasta pizza well items pretty good pocket friendly favourite items place karachi special pizza chocolate truffle fruit cake creamy alfredo pasta chocolate shake vegetable garden sandwich,5.0,2018-08-02 15:07:00,7.5
Karachi Bakery,Sanjana Dey,times one realizes life going without exactly happened tasted red velvet cupcake heaven mouth even got half dozen packed relished everytime put mouth vanilla cupcake chocolate frosting red velvet cupcake beyond awesome,5.0,2018-08-01 12:36:00,7.18
Karachi Bakery,Stevepawan,fried french fries buy one get one bengali sweets limited shelf life guessed right almost close expiry spicy pasta despite asking spice manager site complain bring someone wan na embarrass,1.0,2018-07-31 20:39:00,2.88
Karachi Bakery,Pranusha,good,4.0,2018-07-28 17:42:00,4.04
Karachi Bakery,Suzana Rao,pizza lil burnt,5.0,2018-07-28 16:31:00,5.15
Karachi Bakery,Suman Maiti,tasty,5.0,2018-07-28 13:35:00,5.05
Karachi Bakery,Chinna Reddy,cake damaged,1.0,2018-07-27 22:32:00,1.12
Karachi Bakery,Siva Kumar,giving coz take different cake one chose,4.0,2018-07-27 22:13:00,4.4
Karachi Bakery,Vinod Kumar Reddy N,pastry v bad condition coming v bad smell,1.0,2018-07-27 21:48:00,1.41
Karachi Bakery,Rangaraju Eluri,perfect delivery good service,5.0,2018-07-27 19:10:00,5.29
Karachi Bakery,Akarsh,good,5.0,2018-07-27 18:26:00,5.04
Karachi Bakery,Manisha,one worst food burger buns old hard absolutely uneatable fried rice uncooked uneatable worst experience ever sirf naam bada hai food pathetic however zomato good prob food,1.0,2018-07-27 14:50:00,2.71
Karachi Bakery,Nagaraju N,good,5.0,2018-07-26 20:22:00,5.04
Karachi Bakery,Satish Kumar,kk,4.0,2018-07-26 18:21:00,4.02
Karachi Bakery,Saleem,excelent man good manners,5.0,2018-07-26 18:20:00,5.25
Karachi Bakery,Nitika Mehta,wrong order received ordered pizza received olive mushroom boat,1.0,2018-07-26 12:07:00,1.63
Karachi Bakery,Siddhu Yadavalli,good,5.0,2018-07-25 17:58:00,5.04
Karachi Bakery,Anusmita Das,truly said legend baking karachi bakery osmania biscuits must try everyone pleased ended buying boxes osmania biscuits also fruit biscuits great experience thank,5.0,2018-07-25 16:11:00,6.61
Karachi Bakery,Venkatesh Venky,good,1.0,2018-07-24 21:08:00,1.04
Karachi Bakery,Himali Nougarahiya,nice,5.0,2018-07-24 20:13:00,5.04
Karachi Bakery,Jisha Austin,cake spoilt restaurant zomato ready refund amount,1.0,2018-07-24 18:15:00,1.49
Karachi Bakery,P M,decent,4.0,2018-07-24 14:53:00,4.06
Karachi Bakery,Sunny Fernandes,great collection cakes sometimes base wattery rest assured taste great quality mantained taste cream yumm also offer variants designs types cake heaven biscut variants,4.0,2018-07-23 21:58:00,5.67
Karachi Bakery,Anilreddy Duggireddy,good,5.0,2018-07-23 20:46:00,5.04
Karachi Bakery,Sushree Sangita Monalisa,kept name cake,1.0,2018-07-23 16:33:00,1.1400000000000001
Karachi Bakery,Anil Kumar,nice,4.0,2018-07-22 21:40:00,4.04
Karachi Bakery,Msan34632,item missing,3.0,2018-07-21 17:33:00,3.12
Karachi Bakery,Dinesh,good,5.0,2018-07-21 17:22:00,5.04
Karachi Bakery,Balakrishna Sathaiah,good service,5.0,2018-07-21 13:40:00,5.12
Karachi Bakery,Ram Mohan Chitta,good delivery man,5.0,2018-07-21 13:32:00,5.17
Karachi Bakery,Sakshi Singh,hyderabad must visited tasted biscuits cookies desserts cookies desserts cakes pastries great doubt coming ice creams introduced recently well good one thing packed snacks namkeen think price rest ambience lighting great nice place sit hangout,4.0,2018-07-21 01:08:00,6.43
Karachi Bakery,Srishti Bhardwaj | Exploring Life Tastes,much cheese also smelled stale,1.0,2018-07-20 22:38:00,1.3
Karachi Bakery,Gourav Parihar,good behavior delivery guy,5.0,2018-07-20 22:03:00,5.26
Karachi Bakery,Kanchala Manikanta,nice,3.0,2018-07-20 20:49:00,3.04
Karachi Bakery,Veerakumar Perika,good,4.0,2018-07-20 19:56:00,4.04
Karachi Bakery,Kshitiz Sanghi,wafers sent burger,1.0,2018-07-20 14:38:00,1.18
Karachi Bakery,AbstractFoodie,osmania biscuits die famous fruit biscuits gets overwhelming sometimes large amount different flavor biscuits people really try going main outlet,3.0,2018-07-20 13:32:00,4.45
Karachi Bakery,Samrat Reddy,great,4.0,2018-07-20 08:41:00,4.05
Karachi Bakery,Nishtha Mathur,received pizza baked properly raw inside instead pasta ordered initially like pizza accept order running short stock,1.0,2018-07-19 22:51:00,2.16
Karachi Bakery,Soumya Santhosh Gurrapu,good,5.0,2018-07-19 22:34:00,5.04
Karachi Bakery,Kanchala Manikanta,nice,2.0,2018-07-19 20:56:00,2.04
Karachi Bakery,Taleb Bhai,good,5.0,2018-07-19 20:20:00,5.04
Karachi Bakery,Aravinda M,good,5.0,2018-07-19 19:28:00,5.04
Karachi Bakery,Dipti Joshi,good,5.0,2018-07-19 19:01:00,5.04
Karachi Bakery,Sreenivas Reddy Maddi,good,5.0,2018-07-19 18:26:00,5.04
Karachi Bakery,SAI VARDHAN,name written history cake,3.0,2018-07-19 17:23:00,3.25
Karachi Bakery,Praveen Kumar,good,5.0,2018-07-19 17:02:00,5.04
Karachi Bakery,Gopal Mundhra,good,5.0,2018-07-19 16:26:00,5.04
Karachi Bakery,Råñjith Kümår M,cake yummy,5.0,2018-07-19 16:23:00,5.1
Karachi Bakery,Raheem,good,5.0,2018-07-19 15:29:00,5.04
Karachi Bakery,Sajid Hussain,awesome pastries ordered four pastries chocolate truffle black forest fruit fantasy fresh fruit zomato yummy everyone family loved first time ordered pastries karachi best till date must try fruit fantasy chocolate truffle,5.0,2018-07-18 23:48:00,7.220000000000001
Karachi Bakery,VIVEK SAMLETI,awesome,5.0,2018-07-18 22:16:00,5.07
Karachi Bakery,Shrutiladda35,food spices salt,1.0,2018-07-18 21:55:00,1.16
Karachi Bakery,Ravi Shanker,good service mohammed,5.0,2018-07-18 21:09:00,5.21
Karachi Bakery,Amisha Sinha,time delivery,5.0,2018-07-18 21:02:00,5.13
Karachi Bakery,Prince Sam,loved pastries snacks biscuits world famous outlet gachibowli heaven biscuits cake lovers get lot varieties,5.0,2018-07-18 19:52:00,6.07
Karachi Bakery,Om Prakash,cake stale,1.0,2018-07-18 17:43:00,1.1
Karachi Bakery,Asha Nali,less quantity given,3.0,2018-07-17 19:44:00,3.19
Karachi Bakery,Khushboo,butterscotch cake ok syrup added lot came till delivery person delivered cake cover became wet taste okay,3.0,2018-07-17 19:20:00,4.05
Karachi Bakery,Firdous,big expectation experience horrible got burnt pizza need refund even eat pizza way attach pictures feedback please send email address share pictures pizzas,1.0,2018-07-17 14:28:00,2.55
Karachi Bakery,Debarshi Choudhury,chocolate truffle cake g value money,5.0,2018-07-16 21:32:00,5.36
Karachi Bakery,Prasanth Pediredla,good,5.0,2018-07-16 17:07:00,5.04
Karachi Bakery,Mylapilli Swathi,excellent,5.0,2018-07-15 20:20:00,5.09
Karachi Bakery,Shiva Rolla,worst taste,1.0,2018-07-15 19:45:00,1.11
Karachi Cafe,Sidharth Mittal,pizza taste anything like pizza stale broccoli know kind sauce used atleast hot well cooked ever order pizza,3.0,2019-05-23 03:21:00,4.08
Karachi Cafe,Shivangi Singh,tried irani chai pasta sandwich karchi cafe taste great feel cafe really hyped taste go according expectations,3.0,2019-05-21 18:31:00,4.1
Karachi Cafe,Vignesh Rk,place really aesthetic ambiance starting vintage design music plays background ordered famous irani chai bunch onion samosa fries pasta sandwich place serves one best irani chai hyderabad onion samosa takes back childhood days used buy small shops rupee tasted amazing recommend getting chai ir samosa delivered kills taste completely needs hot getting delivered definitely disappoint talking fries say amazing sure bad like pasta sandwich item something would recommend place would remain one favorite spots hangout could little cleaner though,4.0,2019-05-11 12:02:00,9.440000000000001
Karachi Cafe,Akash Pingley,one worst services would ever come across two incidents cafe feedback given even reviewed first time ordered irani chai took hour serve one first chais ever consumed served broken glass disappointed second time female friend wanted use washroom extremely dirty smelling sad see disappointment brand like karachi,2.0,2019-05-03 10:39:00,5.109999999999999
Karachi Cafe,Andleeb Zaidi,want good back grounds retro themed photoshoot munch delicious food karachi cafe gachibowli place food peri peri chicken dish includes chicken breast topped peri peri sauce served mashed potatoes garlic bread saut ed vegetables chicken properly marinated cooked perfection tenderness still intact already sliced bite sized pieces chicken pesto sandwich sandwiches filling chicken marinated pesto sauce along cucumbers tomatoes served potato wedges tomato ketchup light taste perfect meal two hot summer day bun maska literally best buns could get hands filled fresh cream melted butter layer white sugar literally addictive beverages cold coffee beverage cold strong enough called cold coffee first place would recommend drink irani chai generally irani chai suppose milky sweet sugary mild yet tempting taste would definitely recommend ambience every wall decorated vintage posters articles artwork front panel cafe made glass gives beautiful glowing effect space green plants add beauty perfect place formal meeting casual hangout friends family,4.0,2019-04-29 23:16:00,14.47
Karachi Cafe,Isha Chakraborty,staffs polite friendly understand customer problem like unable eat continental plate served noticed served extra plate ask ambiance cafe nice full old stuff photographs plants well u also put plant table food good quantity enough place became one fav frequently started visiting place think people give try love plants stuff food ambiance,5.0,2019-04-27 15:06:00,8.379999999999999
Karachi Cafe,Tejaswini Mandava,featuring interesting place busy streets gachibowli karachi cafe location near chocolate room old bombay highway gachibowli hour observations went like food food tastes classic karachi types prices high bombay roasted sandwich dum ki chai bombay roasted sandwich price inr taste dum ki chai price inr taste sandwich gave classic bombay vadapav taste baked roasted well dum ki chai next level irani chai ultimately said well ambience ambience classic karachi ambience walls filled posters th centuary movies classic advertisements beverages overall rating price taste ambience,4.0,2019-04-21 17:43:00,9.75
Karachi Cafe,Priyanka Lenka,food okay ambience good waiter behavior good zomato guy came receive order asked glass water denied told wait outside,2.0,2019-04-21 15:08:00,3.17
Karachi Cafe,Shalini Mukherjee,place months back must say aesthetically pleasing decor indoor outdoor seating arrangement available also pretty easy locate items ordered barbeque mushroom sandwich spaghetti alfredo sauce vegetables apple pie vanilla ice cream irani chai filter kapi apart apple pie items really tasty pie crust bit thick rest everything worth every single penny would love visit place quantity value money also happened order exotic vegetable pizza zomato found price quite reasonable best part sauce desi twist karachi caf variety food beverage items amazing ambience really cool place hangout,4.0,2019-04-17 01:46:00,9.8
Karachi Cafe,The Food O’Clock,bad service askfor glass water times one waiter passes message another one care horrible service never going back,1.0,2019-04-01 12:04:00,2.13
Karachi Cafe,Shalu Singh,place eye catching ambience small cafe best quick meeting short break etc tried pasta bit spicy good taste,4.0,2019-03-31 14:44:00,5.0600000000000005
Karachi Cafe,Subhendu Khan,mind soothing place may find childhood stuffs aroma around great place hang friends couples food prices beyond limit,4.0,2019-03-17 14:11:00,5.16
